Long,Lat,Chlor,Pic,Poc,Sst,MM,IILO,IILA,Missing_02_2019,Chlor_log,Position,TrainTest
20.541666,38.458332,0.59909725,-0.13968964,0.85485876,-0.9553109,0,54,123,0.4642857142857143,-0.51233137,20.54166638.458332,Train
20.541666,38.708332,0.6453809,-0.14159371,0.89539146,-0.96482724,0,51,123,0.42857142857142855,-0.43791455,20.54166638.708332,Train
20.541666,38.958332,0.62664294,-0.14350489,0.85148585,-0.98174524,0,48,123,0.4642857142857143,-0.46737838,20.54166638.958332,Train
20.291666,32.458332,0.2618021,-0.0061845393,0.07795018,-0.5365911,0,450,120,0.6071428571428571,-1.3401663,20.29166632.458332,Test
20.291666,32.708332,0.26652554,0.14257444,0.14550744,-0.40547657,0,447,120,0.5,-1.3222852,20.29166632.708332,Train
20.291666,32.958332,0.21224447,-0.04814511,-0.074053675,-0.3600095,0,444,120,0.6428571428571429,-1.5500165,20.29166632.958332,Test
20.291666,33.208332,0.21574989,-0.1225246,-0.08080775,-0.32934555,0,441,120,0.5357142857142857,-1.5336355,20.29166633.208332,Train
20.291666,33.458332,0.30107453,0.23030373,0.2333352,-0.3621243,0,438,120,0.5714285714285714,-1.2003974,20.29166633.458332,Test
20.291666,33.708332,0.28789347,0.033864863,0.17591317,-0.44354212,0,435,120,0.7142857142857143,-1.2451648,20.29166633.708332,Test
20.291666,33.958332,0.24082263,-0.12633984,0.0002576668,-0.63598406,0,432,120,0.5714285714285714,-1.4236946,20.29166633.958332,Test
20.291666,34.208332,0.22918645,-0.13015509,-0.04027505,-0.6095497,0,429,120,0.6071428571428571,-1.4732194,20.29166634.208332,Test
20.291666,34.458332,0.2239606,-0.11489412,-0.047029126,-0.54187787,0,426,120,0.4642857142857143,-1.4962852,20.29166634.458332,Train
20.541666,38.208332,0.5291658,-0.13778557,0.6386788,-0.92781913,0,57,123,0.42857142857142855,-0.63645345,20.54166638.208332,Train
20.041666,34.708332,0.3905718,-0.14350489,0.5677404,-1.0007777,0,231,120,0.42857142857142855,-0.94014347,20.04166634.708332,Train
20.041666,34.958332,0.4273775,-0.12824391,0.71299016,-1.0145237,0,228,120,0.6071428571428571,-0.8500876,20.04166634.958332,Test
20.041666,35.208332,0.52262205,-0.03098007,1.0169978,-1.0547038,0,225,120,0.6428571428571429,-0.64889675,20.04166635.208332,Test
19.791666,37.458332,0.31342962,-0.13968964,0.20631063,-0.75863934,0,6,120,0.39285714285714285,-1.1601804,19.79166637.458332,Train
19.791666,37.708332,0.29588032,-0.14732014,0.14213453,-0.7269182,0,3,120,0.39285714285714285,-1.2178003,19.79166637.708332,Train
19.791666,37.958332,0.29738688,-0.14159371,0.14550744,-0.70894265,0,0,120,0.39285714285714285,-1.2127213,19.79166637.958332,Train
19.791666,38.208332,0.39521974,1.3288239,0.9122808,-0.34309155,0,513,117,0.6428571428571429,-0.9283134,19.79166638.208332,Test
19.791666,38.458332,0.30767438,0.18452792,0.39209315,-0.37269786,0,510,117,0.6071428571428571,-1.1787133,19.79166638.458332,Test
19.791666,38.708332,0.28947517,0.20932345,0.25359744,-0.41287816,0,507,117,0.6071428571428571,-1.2396858,19.79166638.708332,Test
19.791666,38.958332,0.23665693,0.41720095,0.047552705,-0.4001898,0,504,117,0.6071428571428571,-1.4411438,19.79166638.958332,Test
19.791666,39.208332,0.23687792,-0.008095713,0.017146984,-0.38009945,0,501,117,0.6785714285714286,-1.4402103,19.79166639.208332,Test
19.791666,39.458332,0.24441947,-0.011910956,0.030663386,-0.38750142,0,498,117,0.6071428571428571,-1.4088694,19.79166639.458332,Test
19.791666,39.708332,0.25574902,-0.050049182,0.06106086,-0.3959602,0,495,117,0.6071428571428571,-1.3635588,19.79166639.708332,Test
19.791666,39.958332,0.5103663,1.6740217,0.7298795,-0.3103128,0,492,117,0.5714285714285714,-0.67262655,19.79166639.958332,Test
19.541666,30.458334,0.21974018,-0.14732014,-0.0774266,-0.51438594,0,414,117,0.7142857142857143,-1.5153095,19.54166630.458334,Test
19.791666,37.208332,0.36623803,-0.05767967,0.39884722,-0.808336,0,9,120,0.39285714285714285,-1.0044718,19.79166637.208332,Train
19.541666,30.708334,0.23041262,-0.09391383,-0.01663165,-0.55668104,0,411,117,0.7142857142857143,-1.4678836,19.54166630.708334,Test
19.541666,31.208334,0.21897653,-0.1358744,-0.06391844,-0.7343198,0,405,117,0.8214285714285714,-1.5187907,19.54166631.208334,Test
19.541666,31.458334,0.22013983,-0.13778557,-0.07067252,-0.6074349,0,402,117,0.7857142857142857,-1.5134923,19.54166631.458334,Test
19.541666,31.708334,0.22160752,-0.14159371,-0.07067252,-0.64021367,0,399,117,0.7857142857142857,-1.5068474,19.54166631.708334,Test
19.541666,31.958334,0.22519475,-0.14540896,-0.057164364,-0.656074,0,396,117,0.7142857142857143,-1.4907897,19.54166631.958334,Test
19.541666,32.208332,0.2066976,-0.14350489,-0.12134047,-0.7417214,0,393,117,0.7142857142857143,-1.5764984,19.54166632.208332,Test
19.541666,32.458332,0.18933761,-0.14540896,-0.20578706,-0.7057707,0,390,117,0.7142857142857143,-1.6642236,19.54166632.458332,Test
19.541666,32.708332,0.19620946,-0.11299005,-0.14161095,-0.7237458,0,387,117,0.75,-1.6285725,19.54166632.708332,Test
19.541666,32.958332,0.20311128,-0.14540896,-0.14836504,-0.7575822,0,384,117,0.7142857142857143,-1.5940013,19.54166632.958332,Test
19.541666,33.208332,0.18139032,-0.13778557,-0.21592231,-0.83688515,0,381,117,0.6428571428571429,-1.7071042,19.54166633.208332,Test
19.541666,33.458332,0.19850066,-0.14732014,-0.16863552,-0.8696635,0,378,117,0.6428571428571429,-1.6169628,19.54166633.458332,Test
19.541666,33.708332,0.18388288,-0.14732014,-0.22267638,-0.87706506,0,375,117,0.7142857142857143,-1.6934563,19.54166633.708332,Test
19.541666,33.958332,0.1835343,-0.14540896,-0.22267638,-0.89927024,0,372,117,0.7857142857142857,-1.6953537,19.54166633.958332,Test
19.541666,30.958334,0.25826722,-0.116805285,0.06106086,-0.6518448,0,408,117,0.7142857142857143,-1.3537605,19.54166630.958334,Test
19.791666,36.958332,0.35237315,-0.09010569,0.34817928,-0.7882457,0,12,120,0.42857142857142855,-1.0430646,19.79166636.958332,Train
19.791666,36.708332,0.33015177,-0.12633984,0.4664045,-0.79564726,0,15,120,0.39285714285714285,-1.1082029,19.79166636.708332,Train
19.791666,36.458332,0.35321438,-0.017630272,0.63529766,-0.80727845,0,18,120,0.5357142857142857,-1.04068,19.79166636.458332,Train
20.041666,35.458332,0.4878855,-0.023349583,0.9866004,-1.0515319,0,222,120,0.6071428571428571,-0.7176745,20.04166635.458332,Test
20.041666,35.708332,0.41889587,-0.1225246,0.6927197,-1.0589335,0,219,120,0.5,-0.8701329,20.04166635.708332,Train
20.041666,35.958332,0.45209792,-0.009999783,0.9798381,-1.0843104,0,216,120,0.5357142857142857,-0.7938565,20.04166635.958332,Train
20.041666,36.208332,0.40368262,-0.063406095,0.81770724,-1.0441303,0,213,120,0.4642857142857143,-0.9071263,20.04166636.208332,Train
20.041666,36.458332,0.42482713,0.32184115,0.75014997,-1.0473022,0,210,120,0.6071428571428571,-0.85607296,20.04166636.458332,Test
19.791666,30.958334,0.8578062,0.58122087,2.0573816,-0.9828026,0,84,120,0.2857142857142857,-0.15337707,19.79166630.958334,Train
19.791666,31.208334,0.7234898,0.0033500174,2.2060041,-0.9510813,0,81,120,0.35714285714285715,-0.32366878,19.79166631.208334,Train
19.791666,31.458334,0.67621005,-0.12633984,1.445985,-0.9119586,0,78,120,0.35714285714285715,-0.39125153,19.79166631.458334,Train
19.791666,31.708334,0.5506224,-0.06912541,0.9257972,-0.9183026,0,75,120,0.35714285714285715,-0.596706,19.79166631.708334,Train
19.791666,31.958334,0.5186066,-0.12062053,0.7231254,-0.924647,0,72,120,0.35714285714285715,-0.65660965,19.79166631.958334,Train
19.791666,32.208332,0.45920408,-0.14540896,0.5609863,-0.97645825,0,69,120,0.2857142857142857,-0.7782606,19.79166632.208332,Train
19.791666,32.458332,0.5451856,-0.09010569,0.74338764,-0.9997206,0,66,120,0.32142857142857145,-0.60662895,19.79166632.458332,Train
19.791666,32.708332,0.5219877,0.035768934,0.7298795,-1.0081795,0,63,120,0.35714285714285715,-0.6501113,19.79166632.708332,Train
19.791666,32.958332,0.5142299,-0.14350489,0.6420517,-0.9859746,0,60,120,0.5357142857142857,-0.66508484,19.79166632.958332,Train
19.791666,33.208332,0.55219597,-0.14540896,0.69610083,-0.97011405,0,57,120,0.42857142857142855,-0.5938523,19.79166633.208332,Train
19.791666,33.458332,0.5093772,-0.14540896,0.59138376,-0.9912616,0,54,120,0.42857142857142855,-0.6745665,19.79166633.458332,Train
19.791666,33.708332,0.55801815,-0.13968964,0.648814,-1.0346138,0,51,120,0.4642857142857143,-0.58336383,19.79166633.708332,Train
19.791666,33.958332,0.6700172,-0.14540896,0.8447235,-1.0134664,0,48,120,0.4642857142857143,-0.40045193,19.79166633.958332,Train
19.791666,34.208332,0.6076877,-0.14350489,0.756904,-0.97540087,0,45,120,0.5357142857142857,-0.49809414,19.79166634.208332,Train
19.791666,34.458332,0.532109,-0.14350489,0.62854356,-0.95636827,0,42,120,0.4642857142857143,-0.6309069,19.79166634.458332,Train
19.791666,34.708332,0.6396814,-0.14540896,0.8109449,-0.96694183,0,39,120,0.42857142857142855,-0.44678506,19.79166634.708332,Train
19.791666,34.958332,0.6967822,-0.1358744,0.864994,-0.93839294,0,36,120,0.5357142857142857,-0.36128244,19.79166634.958332,Train
19.791666,35.208332,0.5930618,-0.13205916,0.7873015,-0.9352207,0,33,120,0.4642857142857143,-0.52245665,19.79166635.208332,Train
19.791666,35.458332,0.52309006,-0.13778557,0.69610083,-0.9436797,0,30,120,0.4642857142857143,-0.6480016,19.79166635.458332,Train
19.791666,35.708332,0.5904588,-0.13397034,0.8312154,-0.92781913,0,27,120,0.5,-0.5268554,19.79166635.708332,Train
19.791666,35.958332,0.5646516,-0.11489412,0.8413506,-0.9235896,0,24,120,0.6071428571428571,-0.5715464,19.79166635.958332,Test
19.791666,36.208332,0.38932282,-0.12633984,0.5001831,-0.8210244,0,21,120,0.5714285714285714,-0.9433464,19.79166636.208332,Test
20.791666,36.708332,0.26495913,-0.13205916,0.06106086,-1.0758514,0,267,123,0.5714285714285714,-1.3281797,20.79166636.708332,Test
20.791666,36.458332,0.27821293,-0.13205916,0.10497474,-1.0652776,0,270,123,0.4642857142857143,-1.2793685,20.79166636.458332,Train
20.791666,36.208332,0.2764158,-0.13968964,0.08133134,-1.0219253,0,273,123,0.5,-1.2858491,20.79166636.208332,Train
20.791666,35.958332,0.22567289,-0.14540896,-0.074053675,-1.0155811,0,276,123,0.5357142857142857,-1.4886687,20.79166635.958332,Train
22.791666,36.208332,0.2238962,-0.14540896,-0.0774266,-0.6677052,0,261,132,0.5714285714285714,-1.4965727,22.79166636.208332,Test
22.791666,36.458332,0.23792785,-0.14732014,-0.02338573,-0.79459006,0,258,132,0.5714285714285714,-1.4357878,22.79166636.458332,Test
22.791666,37.458332,0.2913033,-0.14732014,0.172532,-0.9510813,0,246,132,0.5357142857142857,-1.2333902,22.79166637.458332,Train
22.791666,38.208332,0.37781447,-0.1225246,0.4056013,-0.9880894,0,237,132,0.6071428571428571,-0.973352,22.79166638.208332,Test
22.291666,32.958332,0.19475366,-0.14732014,-0.1922789,-1.0356714,0,432,129,0.5,-1.6360198,22.29166632.958332,Train
22.291666,33.208332,0.19869241,-0.13968964,-0.16863552,-1.1244905,0,429,129,0.5,-1.6159973,22.29166633.208332,Train
22.291666,33.458332,0.20231122,-0.14159371,-0.1517462,-1.1276627,0,426,129,0.5714285714285714,-1.5979481,22.29166633.458332,Test
22.291666,33.708332,0.20160757,-0.14159371,-0.15850027,-1.1657282,0,423,129,0.6071428571428571,-1.6014322,22.29166633.708332,Test
22.291666,33.958332,0.20954122,-0.13778557,-0.12472163,-1.1921625,0,420,129,0.6785714285714286,-1.5628349,22.29166633.958332,Test
22.291666,34.208332,0.24132948,-0.1358744,-0.0031152489,-1.0621057,0,417,129,0.75,-1.4215921,22.29166634.208332,Test
22.291666,34.458332,0.28473473,-0.14540896,0.1353722,-0.8664915,0,414,129,0.7142857142857143,-1.2561973,22.29166634.458332,Test
22.291666,34.708332,0.23932065,-0.12442867,-0.009869326,-0.77555734,0,411,129,0.6785714285714286,-1.429951,22.29166634.708332,Test
22.791666,35.958332,0.23163554,-0.14732014,-0.050410286,-0.6328121,0,264,132,0.39285714285714285,-1.4625901,22.79166635.958332,Train
22.291666,34.958332,0.24310023,-0.095825,0.017146984,-0.5852302,0,408,129,0.7857142857142857,-1.4142815,22.29166634.958332,Test
22.291666,35.458332,0.24514584,-0.09772907,0.027282223,-0.5429351,0,402,129,0.7142857142857143,-1.405902,22.29166635.458332,Test
22.291666,36.208332,0.22785485,-0.13968964,-0.047029126,-0.87600785,0,393,129,0.8571428571428571,-1.4790465,22.29166636.208332,Test
22.291666,38.208332,0.1605433,-0.06912541,-0.30375004,-0.79353285,0,369,129,0.6785714285714286,-1.8291917,22.29166638.208332,Test
22.041666,32.958332,0.41703033,-0.13397034,0.4664045,-1.0145237,0,240,129,0.5357142857142857,-0.87459636,22.04166632.958332,Train
22.041666,33.208332,0.43471923,-0.12442867,0.5272077,-0.9859746,0,237,129,0.5714285714285714,-0.8330549,22.04166633.208332,Test
22.041666,33.458332,0.42124724,-0.07102948,0.5643675,-0.95954025,0,234,129,0.6071428571428571,-0.86453533,22.04166633.458332,Test
22.041666,33.708332,0.46010575,-0.051960357,0.6927197,-0.9722288,0,231,129,0.6428571428571429,-0.77629894,22.04166633.708332,Test
22.041666,33.958332,0.37969607,-0.10727073,0.44614226,-1.0324991,0,228,129,0.5,-0.96838415,22.04166633.958332,Train
22.041666,34.208332,0.37032098,-0.08629045,0.4022284,-1.0547038,0,225,129,0.5714285714285714,-0.99338514,22.04166634.208332,Test
22.041666,34.458332,0.3964189,0.18834315,0.58125675,-1.0673925,0,222,129,0.5714285714285714,-0.9252838,22.04166634.458332,Test
22.041666,34.708332,0.4246555,0.11777891,0.807572,-1.1149743,0,219,129,0.5,-0.856477,22.04166634.708332,Train
21.791666,33.458332,1.0855901,0.36189768,3.2328796,-0.89504063,0,42,129,0.5357142857142857,0.082123734,21.79166633.458332,Train
22.291666,35.208332,0.23217206,-0.13778557,-0.013250488,-0.54927945,0,405,129,0.7142857142857143,-1.4602766,22.29166635.208332,Test
22.791666,35.708332,0.23102018,-0.14732014,-0.0537832,-0.6254105,0,267,132,0.5714285714285714,-1.4652503,22.79166635.708332,Test
22.791666,35.458332,0.22255333,-0.13778557,-0.0774266,-0.7004839,0,270,132,0.5714285714285714,-1.5025885,22.79166635.458332,Test
22.791666,35.208332,0.21904057,-0.14732014,-0.090942994,-0.7343198,0,273,132,0.6071428571428571,-1.5184983,22.79166635.208332,Test
23.041666,32.708332,0.20465535,-0.14732014,-0.101078235,-0.7110575,0,495,132,0.5,-1.5864279,23.04166632.708332,Train
23.041666,32.958332,0.19750139,-0.118709356,-0.16187319,-0.6603036,0,492,132,0.5714285714285714,-1.6220096,23.04166632.958332,Test
23.041666,34.708332,0.21086553,-0.1358744,-0.11458639,-0.749123,0,471,132,0.6785714285714286,-1.5565346,23.04166634.708332,Test
23.041666,34.958332,0.17217475,-0.13968964,-0.25983617,-0.7544098,0,468,132,0.6071428571428571,-1.7592453,23.04166634.958332,Test
23.041666,35.208332,0.15409091,-0.03669938,-0.2936148,-0.6983691,0,465,132,0.6785714285714286,-1.8702126,23.04166635.208332,Test
23.041666,35.458332,0.16181341,-0.09200976,-0.26659027,-0.7057707,0,462,132,0.5357142857142857,-1.8213115,23.04166635.458332,Train
23.041666,35.958332,0.17930564,-0.14732014,-0.23281163,-0.808336,0,456,132,0.6785714285714286,-1.7186635,23.04166635.958332,Test
23.041666,36.208332,0.17742157,-0.12633984,-0.2361928,-0.8157376,0,453,132,0.6071428571428571,-1.7292266,23.04166636.208332,Test
23.041666,36.458332,0.19667286,-0.14732014,-0.17538959,-0.8516883,0,450,132,0.5714285714285714,-1.6262136,23.04166636.458332,Test
23.041666,36.958332,0.17945121,-0.13397034,-0.21592231,-0.89292586,0,444,132,0.5357142857142857,-1.7178519,23.04166636.958332,Train
23.041666,37.208332,0.18021338,-0.14732014,-0.24970095,-1.0071222,0,441,132,0.5,-1.7136137,23.04166637.208332,Train
23.041666,37.458332,0.18381014,-0.14732014,-0.24970095,-1.020868,0,438,132,0.5357142857142857,-1.693852,23.04166637.458332,Train
23.041666,38.208332,0.19661795,-0.13778557,-0.16187319,-1.1255479,0,429,132,0.5,-1.6264927,23.04166638.208332,Train
23.041666,38.958332,0.22691883,-0.14732014,-0.067299604,-1.1625559,0,420,132,0.7142857142857143,-1.4831629,23.04166638.958332,Test
23.041666,39.208332,0.21358655,-0.14540896,-0.10445115,-1.1784166,0,417,132,0.7142857142857143,-1.5437131,23.04166639.208332,Test
23.041666,39.708332,0.2122474,-0.14732014,-0.11120523,-0.94050753,0,411,132,0.6071428571428571,-1.5500027,23.04166639.708332,Test
23.041666,39.958332,0.22022714,-0.14732014,-0.08756183,-0.9457945,0,408,132,0.5714285714285714,-1.5130959,23.04166639.958332,Test
23.041666,40.208332,0.22019015,-0.14540896,-0.08756183,-0.85380316,0,405,132,0.6428571428571429,-1.5132638,23.04166640.208332,Test
22.791666,32.958332,0.20068681,-0.14732014,-0.15850027,-1.0441303,0,300,132,0.6428571428571429,-1.6060097,22.79166632.958332,Test
