Long,Lat,Chlor,Pic,Poc,Sst,MM,IILO,IILA,Missing_02_2019,Chlor_log,Position,TrainTest
19.041666,40.458332,0.20711471,-0.08869898,-0.1885645,-0.3768444,0,426,114,0.4642857142857143,-1.5744824,19.04166640.458332,Train
19.041666,40.708332,0.20588823,-0.0923523,-0.18483981,-0.34075382,0,423,114,0.5,-1.5804218,19.04166640.708332,Train
19.041666,31.208334,2.0324442,-0.14724745,3.0710695,-0.93461156,0,21,117,0.5357142857142857,0.7092391,19.04166631.208334,Train
19.041666,30.958334,0.90514696,-0.12163334,1.2924109,-0.9116448,0,24,117,0.5,-0.099657975,19.04166630.958334,Train
19.041666,30.708334,0.7338782,-0.117980026,1.1547343,-0.9094574,0,27,117,0.39285714285714285,-0.30941224,19.04166630.708334,Train
19.541666,38.958332,0.2126218,-0.19115539,-0.11041903,-1.0472587,0,312,117,0.5357142857142857,-1.5482403,19.54166638.958332,Train
19.541666,39.208332,0.21079338,-0.19115539,-0.13647357,-1.0221044,0,309,117,0.5357142857142857,-1.5568769,19.54166639.208332,Train
19.541666,39.458332,0.21813606,-0.19482233,-0.095538504,-1.0221044,0,306,117,0.5357142857142857,-1.5226363,19.54166639.458332,Train
19.541666,41.708332,0.20830722,-0.1801818,-0.18112424,-0.86352366,0,279,117,0.5357142857142857,-1.5687413,19.54166641.708332,Train
19.291666,30.708334,0.4877675,0.33576715,0.87565637,-1.0089805,0,219,117,0.5357142857142857,-0.7179164,19.29166630.708334,Train
19.291666,30.958334,0.4157036,0.028397948,0.67099917,-1.0210109,0,216,117,0.4642857142857143,-0.8777828,19.29166630.958334,Train
19.291666,31.208334,0.4428258,0.19305614,0.8644914,-0.9728897,0,213,117,0.4642857142857143,-0.81457883,19.29166631.208334,Train
19.291666,41.708332,0.6308514,0.7529267,1.485903,-0.8930525,0,87,117,0.25,-0.46068496,19.29166641.708332,Train
19.041666,30.458334,0.66662735,-0.13260692,1.002168,-0.8744603,0,30,117,0.5357142857142857,-0.40552408,19.04166630.458334,Train
18.541666,39.958332,0.9092749,-0.19115539,1.2886862,-0.9018018,0,48,114,0.2857142857142857,-0.09510784,18.54166639.958332,Train
18.791666,39.458332,0.42049748,-0.19115539,0.53703815,-1.0166361,0,246,114,0.39285714285714285,-0.8663168,18.79166639.458332,Train
18.791666,39.708332,0.38897574,-0.1545677,0.4923875,-0.97945166,0,243,114,0.4642857142857143,-0.9442383,18.79166639.708332,Train
18.791666,39.958332,0.39958638,-0.19482233,0.53331345,-0.9641405,0,240,114,0.39285714285714285,-0.9173253,18.79166639.958332,Train
18.791666,40.208332,0.34676677,-0.19482233,0.35471088,-0.8799285,0,237,114,0.4642857142857143,-1.0591029,18.79166640.208332,Train
18.791666,40.458332,0.37410665,-0.18750207,0.46261737,-0.9083637,0,234,114,0.4642857142857143,-0.9832144,18.79166640.458332,Train
18.791666,40.708332,0.39159513,-0.16920823,0.57424855,-0.9280497,0,231,114,0.35714285714285715,-0.9375268,18.79166640.708332,Train
18.791666,40.958332,0.47666687,-0.16920823,1.1919446,-0.9739834,0,228,114,0.39285714285714285,-0.7409374,18.79166640.958332,Train
18.791666,41.458332,0.474169,0.10158693,0.6747148,-1.0472587,0,222,114,0.5357142857142857,-0.7461915,18.79166641.458332,Train
18.791666,41.708332,0.5687657,0.65779054,1.1621746,-1.0144488,0,219,114,0.5,-0.5642867,18.79166641.708332,Train
18.791666,41.958332,0.5232418,0.8151421,1.2068251,-1.0341347,0,216,114,0.5357142857142857,-0.6477116,18.79166641.958332,Train
18.791666,39.208332,0.44301948,-0.16188797,0.5965784,-1.0188235,0,249,114,0.39285714285714285,-0.8141415,18.79166639.208332,Train
18.541666,36.208332,0.5686666,-0.09967256,1.1286798,-0.8832096,0,93,114,0.39285714285714285,-0.564461,18.54166636.208332,Train
18.541666,36.708332,0.53086597,-0.19115539,0.75286025,-0.9018018,0,87,114,0.2857142857142857,-0.6332457,18.54166636.708332,Train
18.541666,36.958332,0.5256344,-0.19115539,0.7565758,-0.8766475,0,84,114,0.21428571428571427,-0.6431494,18.54166636.958332,Train
18.541666,37.208332,0.56168866,-0.19115539,0.8719317,-0.8722729,0,81,114,0.32142857142857145,-0.57680756,18.54166637.208332,Train
18.541666,37.458332,0.5525197,-0.19115539,0.76402515,-0.84165037,0,78,114,0.4642857142857143,-0.59326625,18.54166637.458332,Train
18.541666,37.708332,0.48834205,-0.19115539,0.6747148,-0.89195883,0,75,114,0.5357142857142857,-0.7167392,18.54166637.708332,Train
18.541666,37.958332,0.47104928,-0.19115539,0.62262386,-0.9018018,0,72,114,0.5357142857142857,-0.75279254,18.54166637.958332,Train
18.541666,38.208332,0.45467353,-0.18383512,0.5630836,-0.9313305,0,69,114,0.42857142857142855,-0.78817564,18.54166638.208332,Train
18.541666,38.458332,0.52045316,-0.19115539,0.73797065,-0.94336087,0,66,114,0.32142857142857145,-0.65305537,18.54166638.458332,Train
18.541666,38.708332,0.49465296,-0.19115539,0.6747148,-0.9542975,0,63,114,0.39285714285714285,-0.70389885,18.54166638.708332,Train
18.541666,38.958332,0.47914097,-0.13992718,0.71192515,-0.97179604,0,60,114,0.42857142857142855,-0.73576045,18.54166638.958332,Train
18.541666,39.208332,0.40630308,-0.19115539,0.4588927,-0.9772643,0,57,114,0.2857142857142857,-0.9006559,18.54166639.208332,Train
18.541666,39.458332,0.8149438,-0.19115539,1.1658901,-0.94445455,0,54,114,0.2857142857142857,-0.20463613,18.54166639.458332,Train
18.541666,36.458332,0.53907037,-0.18750207,0.87937194,-0.8821159,0,90,114,0.35714285714285715,-0.6179092,18.54166636.458332,Train
18.791666,38.958332,0.43431273,-0.1801818,0.61145896,-1.0374157,0,252,114,0.32142857142857145,-0.83399045,18.79166638.958332,Train
18.791666,38.708332,0.36884663,-0.18383512,0.37703165,-1.0122616,0,255,114,0.42857142857142855,-0.99737436,18.79166638.708332,Train
18.791666,38.458332,0.35254034,-0.16920823,0.29517058,-0.9969502,0,258,114,0.42857142857142855,-1.0425903,18.79166638.458332,Train
18.791666,31.708334,0.22410065,-0.18750207,-0.11414371,-0.7596258,0,339,114,0.5357142857142857,-1.4956601,18.79166631.708334,Train
