Long,Lat
18.799999999999983,30.457142857142856
19.10714285714284,30.457142857142856
19.414285714285697,30.457142857142856
18.492857142857126,30.685714285714283
18.799999999999983,30.685714285714283
19.10714285714284,30.685714285714283
19.414285714285697,30.685714285714283
19.721428571428554,30.685714285714283
17.878571428571412,30.91428571428571
18.18571428571427,30.91428571428571
18.492857142857126,30.91428571428571
18.799999999999983,30.91428571428571
19.10714285714284,30.91428571428571
19.414285714285697,30.91428571428571
19.721428571428554,30.91428571428571
20.02857142857141,30.91428571428571
28.935714285714262,30.91428571428571
29.24285714285712,30.91428571428571
32.31428571428569,30.91428571428571
16.95714285714284,31.14285714285714
17.2642857142857,31.14285714285714
17.571428571428555,31.14285714285714
17.878571428571412,31.14285714285714
18.18571428571427,31.14285714285714
18.492857142857126,31.14285714285714
18.799999999999983,31.14285714285714
19.10714285714284,31.14285714285714
19.414285714285697,31.14285714285714
19.721428571428554,31.14285714285714
20.02857142857141,31.14285714285714
28.01428571428569,31.14285714285714
28.321428571428548,31.14285714285714
28.628571428571405,31.14285714285714
28.935714285714262,31.14285714285714
29.24285714285712,31.14285714285714
29.549999999999976,31.14285714285714
32.31428571428569,31.14285714285714
32.621428571428545,31.14285714285714
32.9285714285714,31.14285714285714
33.23571428571426,31.14285714285714
16.03571428571427,31.371428571428567
16.342857142857127,31.371428571428567
16.649999999999984,31.371428571428567
16.95714285714284,31.371428571428567
17.2642857142857,31.371428571428567
17.571428571428555,31.371428571428567
17.878571428571412,31.371428571428567
18.18571428571427,31.371428571428567
18.492857142857126,31.371428571428567
18.799999999999983,31.371428571428567
19.10714285714284,31.371428571428567
19.414285714285697,31.371428571428567
19.721428571428554,31.371428571428567
20.02857142857141,31.371428571428567
27.399999999999977,31.371428571428567
27.707142857142834,31.371428571428567
28.01428571428569,31.371428571428567
28.321428571428548,31.371428571428567
28.628571428571405,31.371428571428567
28.935714285714262,31.371428571428567
29.24285714285712,31.371428571428567
29.549999999999976,31.371428571428567
29.857142857142833,31.371428571428567
30.16428571428569,31.371428571428567
32.31428571428569,31.371428571428567
32.621428571428545,31.371428571428567
32.9285714285714,31.371428571428567
33.23571428571426,31.371428571428567
33.542857142857116,31.371428571428567
33.84999999999997,31.371428571428567
34.15714285714283,31.371428571428567
15.728571428571414,31.599999999999994
16.03571428571427,31.599999999999994
16.342857142857127,31.599999999999994
16.649999999999984,31.599999999999994
16.95714285714284,31.599999999999994
17.2642857142857,31.599999999999994
17.571428571428555,31.599999999999994
17.878571428571412,31.599999999999994
